Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
11679,82.9468,83.374,151.7334,-0.4624,0.687,0.293,-102.597,108.4268,150.2093
11680,87.7075,82.4585,155.8228,-0.4614,0.7021,0.2783,-94.8538,101.5788,131.4332
11681,100.8301,78.0029,164.0625,-0.4653,0.731,0.2324,-98.7254,115.2748,137.6919
11682,109.0698,75.1343,167.5415,-0.4692,0.7476,0.2241,-98.7254,115.2748,137.6919
11683,125.9155,66.5894,172.2412,-0.4673,0.8223,0.2397,-106.4686,110.7094,125.1744
11684,134.2163,61.4014,174.3164,-0.4683,0.876,0.2456,-108.4044,116.4161,128.3038
11685,150.3296,53.3447,179.7485,-0.4761,0.9707,0.293,-133.5697,117.5575,106.3983
11686,156.7993,49.4995,182.6782,-0.4731,0.9907,0.3281,-133.5697,117.5575,106.3983
11687,166.748,40.5273,187.561,-0.4658,1.0205,0.397,-133.5697,115.2748,125.1744
11688,170.6543,35.7666,189.27,-0.4526,1.0205,0.4341,-139.3771,116.4161,140.8212
11689,173.584,24.7803,189.8193,-0.4067,0.9683,0.4497,-145.1845,112.9921,137.6919
11690,170.7764,18.6768,189.209,-0.3784,0.9414,0.4072,-145.1845,112.9921,137.6919
11691,157.4707,4.6997,187.9883,-0.3115,0.9312,0.2715,-164.5424,115.2748,131.4332
11692,151.6113,-3.7231,187.8662,-0.293,0.9663,0.1768,-150.9918,120.9815,115.7863
11693,149.4141,-22.7051,187.8662,-0.2759,1.0928,0.0205,-178.0929,120.9815,122.0451
11694,154.0527,-31.8604,186.8896,-0.2905,1.1665,-0.0518,-178.0929,120.9815,122.0451
11695,168.5181,-46.1426,181.0913,-0.353,1.2856,-0.1592,-180.0287,112.9921,137.6919
11696,174.6216,-49.9878,177.4292,-0.3809,1.2993,-0.2017,-181.9645,123.2641,153.3387
11697,180.8472,-49.1943,170.5322,-0.4185,1.1929,-0.2534,-180.0287,117.5575,137.6919
11698,179.9927,-45.8374,166.3208,-0.4326,1.085,-0.2559,-195.5151,110.7094,162.7268
11699,169.7998,-39.5508,154.541,-0.4346,0.8896,-0.1914,-195.5151,110.7094,162.7268
11700,161.9263,-37.0483,146.8506,-0.4409,0.8179,-0.1729,-207.1298,115.2748,143.9506
11701,141.9678,-29.9683,127.3804,-0.4512,0.7305,-0.1533,-209.0656,123.2641,134.5625
11702,117.0044,-16.6016,104.6143,-0.4609,0.6841,-0.1919,-226.4878,124.4055,143.9506
11703,104.0039,-6.7139,92.1021,-0.4414,0.6304,-0.2012,-226.4878,124.4055,143.9506
11704,75.9277,13.3057,63.0493,-0.251,0.4053,-0.2061,-218.7446,112.9921,118.9157
11705,58.4106,19.9585,44.7388,-0.104,0.3218,-0.2109,-234.2309,115.2748,112.657
11706,21.7896,21.7896,6.958,0.146,0.3984,-0.2163,-228.4236,107.2854,140.8212
11707,6.2866,16.7236,-7.8125,0.208,0.5698,-0.2202,-228.4236,107.2854,140.8212
11708,-4.6387,9.3384,-17.5781,0.2246,0.7583,-0.2202,-232.2951,114.1335,140.8212
11709,-9.5825,-4.5776,-26.7334,0.0249,0.98,-0.1348,-222.6162,124.4055,131.4332
11710,-7.2021,-10.9863,-30.2734,-0.1416,0.9692,-0.0288,-216.8088,116.4161,122.0451
11711,-4.5166,-22.0337,-39.978,-0.4253,0.8354,0.0557,-216.8088,116.4161,122.0451
11712,-7.3242,-23.8037,-45.2881,-0.5166,0.7793,0.0801,-226.4878,117.5575,137.6919
11713,-17.7612,-19.5923,-56.0303,-0.6123,0.6919,0.1172,-218.7446,108.4268,137.6919
11714,-24.1699,-15.1367,-61.1572,-0.6304,0.6675,0.1274,-212.9372,118.6988,115.7863
11715,-37.5977,-2.4414,-70.3125,-0.6465,0.6646,0.1304,-212.9372,118.6988,115.7863
11716,-43.9453,4.9438,-73.9746,-0.6523,0.6914,0.1348,-203.2582,119.8401,125.1744
11717,-54.9927,20.752,-80.2612,-0.6416,0.8257,0.1167,-214.873,108.4268,137.6919
11718,-59.5093,29.2358,-81.9702,-0.6069,0.9287,0.0864,-205.194,114.1335,122.0451
11719,-63.1714,48.2788,-78.4302,-0.4687,1.1362,-0.0239,-209.0656,109.5681,134.5625
11720,-62.0728,59.2651,-73.1201,-0.373,1.1953,-0.1021,-209.0656,109.5681,134.5625
11721,-56.9458,80.4443,-57.1899,-0.1748,1.2695,-0.2759,-203.2582,119.8401,118.9157
11722,-53.4668,88.0737,-46.7529,-0.1206,1.314,-0.3726,-199.3866,117.5575,112.657
11723,-44.7998,98.1445,-22.7661,-0.1118,1.3354,-0.5698,-197.4509,118.6988,115.7863
11724,-36.9873,101.1963,-13.0005,-0.1216,1.2939,-0.5923,-197.4509,118.6988,115.7863
11725,-11.1084,99.0601,-8.9722,-0.0835,1.2002,-0.4785,-201.3224,127.8295,84.4927
11726,2.0142,92.8345,-15.0757,-0.0317,1.1909,-0.3921,-191.6435,117.5575,106.3983
11727,19.6533,74.8901,-33.0811,0.0771,1.1973,-0.231,-187.7719,124.4055,118.9157
11728,23.1934,64.8193,-42.1143,0.1411,1.2183,-0.1055,-187.7719,124.4055,118.9157
11729,22.2168,40.7715,-57.1289,0.2896,1.2754,0.1553,-185.8361,118.6988,97.0102
11730,19.5313,28.3203,-62.6831,0.3564,1.2939,0.272,-189.7077,125.5468,103.2689
11731,2.7466,3.6011,-65.1855,0.4785,1.3169,0.4053,-193.5793,118.6988,90.7515
11732,-12.4512,-6.5918,-59.9976,0.4976,1.2603,0.2891,-193.5793,118.6988,90.7515
11733,-43.1519,-15.2588,-42.6636,0.4165,1.1455,-0.0205,-178.0929,123.2641,84.4927
11734,-50.5981,-19.9585,-33.5083,0.2856,1.1665,-0.0684,-189.7077,123.2641,109.5276
11735,-40.3442,-41.9922,-29.1138,0.0312,1.0898,-0.2817,-201.3224,114.1335,97.0102
11736,-27.4658,-53.6499,-35.0952,-0.0283,1.1431,-0.3584,-201.3224,114.1335,97.0102
11737,-4.7607,-59.2651,-42.0532,-0.1392,1.0786,-0.4937,-180.0287,117.5575,106.3983
11738,-0.8545,-52.7344,-41.3818,-0.1948,1.0181,-0.4375,-187.7719,126.6881,100.1395
11739,-9.8267,-34.2407,-35.9497,-0.3149,0.7998,-0.2983,-178.0929,109.5681,115.7863
11740,-17.6392,-27.0386,-35.2783,-0.3701,0.7192,-0.2549,-178.0929,109.5681,115.7863
11741,-27.5269,-20.9351,-40.4053,-0.3892,0.6836,-0.2383,-185.8361,123.2641,109.5276
11742,-27.8931,-20.752,-44.2505,-0.3408,0.7285,-0.2969,-178.0929,123.2641,97.0102
11743,-22.7051,-18.6768,-46.875,-0.1895,0.8594,-0.3672,-149.056,117.5575,100.1395
11744,-17.6392,-16.0522,-45.2271,-0.1328,0.8789,-0.3345,-172.2856,124.4055,106.3983
11745,-9.3384,-13.6719,-41.5649,-0.1221,0.8745,-0.1689,-172.2856,124.4055,106.3983
11746,-7.3242,-14.3433,-40.1001,-0.1699,0.8643,-0.126,-166.4782,116.4161,90.7515
11747,-11.3525,-11.4746,-36.7432,-0.332,0.8618,-0.1162,-183.9003,119.8401,100.1395
11748,-16.9067,-7.019,-35.5835,-0.4116,0.8564,-0.1421,-170.3498,123.2641,109.5276
11749,-28.3813,4.0894,-37.1094,-0.5229,0.8975,-0.2163,-170.3498,123.2641,109.5276
11750,-31.4331,8.667,-39.1235,-0.5322,0.9351,-0.2642,-150.9918,114.1335,109.5276
11751,-30.0293,13.5498,-43.1519,-0.4214,1.0508,-0.3081,-154.8634,116.4161,97.0102
11752,-25.3906,13.6719,-44.0674,-0.312,1.1069,-0.2817,-154.8634,120.9815,103.2689
11753,-15.2588,8.7891,-41.8701,-0.1128,1.1392,-0.1948,-149.056,122.1228,100.1395
11754,-12.5122,5.3101,-39.2456,-0.0669,1.1069,-0.166,-149.056,122.1228,100.1395
11755,-14.1602,-2.1973,-33.5693,-0.0908,1.0039,-0.1528,-164.5424,117.5575,125.1744
11756,-16.6626,-5.249,-31.6772,-0.1475,0.9644,-0.1743,-168.414,112.9921,118.9157
11757,-21.1182,-8.7891,-30.5786,-0.2671,0.9458,-0.2549,-145.1845,117.5575,112.657
11758,-22.522,-8.5449,-30.8228,-0.3081,0.9556,-0.2954,-145.1845,117.5575,112.657
11759,-23.5596,-5.9814,-31.9824,-0.3242,0.9839,-0.3394,-152.9276,112.9921,93.8808
11760,-23.6206,-4.2114,-32.4707,-0.3086,0.9883,-0.3511,-143.2487,111.8508,84.4927
11761,-23.8037,-1.5869,-33.02,-0.2305,1.0093,-0.3237,-150.9918,116.4161,115.7863
11762,-23.2544,-2.4414,-32.2876,-0.1812,0.9536,-0.2866,-150.9918,116.4161,115.7863
11763,-21.9727,-8.4839,-31.9214,-0.124,0.9644,-0.2524,-149.056,117.5575,118.9157
11764,-20.874,-11.7187,-31.0059,-0.1006,0.9531,-0.231,-149.056,115.2748,106.3983
11765,-19.6533,-20.3857,-28.9917,-0.0859,0.9326,-0.1904,-150.9918,118.6988,90.7515
11766,-19.104,-24.9634,-28.1372,-0.0879,0.9268,-0.1626,-150.9918,118.6988,90.7515
11767,-18.1885,-34.6069,-26.8555,-0.1343,0.9448,-0.1489,-139.3771,111.8508,122.0451
11768,-17.395,-38.0859,-25.8179,-0.1733,0.9487,-0.1592,-150.9918,105.0028,97.0102
11769,-15.8691,-41.5039,-24.0479,-0.2427,0.9346,-0.1265,-145.1845,115.2748,106.3983
11770,-14.7705,-43.9453,-24.0479,-0.2729,0.9165,-0.0952,-137.4413,106.1441,100.1395
11771,-14.6484,-44.2505,-24.0479,-0.292,0.9131,-0.1055,-137.4413,106.1441,100.1395
11772,-14.6484,-41.8701,-23.0713,-0.3306,0.9038,-0.0986,-141.3129,108.4268,106.3983
11773,-14.8315,-40.1611,-22.8882,-0.3408,0.9004,-0.0933,-135.5055,107.2854,134.5625
11774,-14.2822,-36.8042,-23.0713,-0.3545,0.9092,-0.0874,-135.5055,109.5681,122.0451
11775,-13.9771,-35.2783,-23.1934,-0.3584,0.9111,-0.0796,-135.5055,109.5681,122.0451
11776,-14.0381,-32.1655,-23.0103,-0.3643,0.915,-0.0703,-133.5697,106.1441,143.9506
11777,-14.2212,-30.7617,-22.644,-0.3643,0.9155,-0.0659,-137.4413,110.7094,112.657
11778,-14.0991,-28.4424,-22.0337,-0.3687,0.9209,-0.0688,-129.6981,108.4268,112.657
11779,-13.6719,-27.3438,-21.6064,-0.3735,0.918,-0.0757,-131.6339,107.2854,103.2689
11780,-13.1836,-24.8413,-20.3247,-0.3936,0.9033,-0.0762,-131.6339,107.2854,103.2689
11781,-12.8174,-23.4985,-20.1416,-0.4067,0.9019,-0.0771,-141.3129,108.4268,125.1744
11782,-12.3291,-21.1182,-20.3247,-0.4214,0.8979,-0.085,-127.7623,107.2854,140.8212
11783,-12.3901,-19.7754,-20.3857,-0.4199,0.9009,-0.0913,-129.6981,108.4268,81.3634
11784,-13.1226,-17.334,-20.3247,-0.3994,0.9063,-0.1021,-129.6981,108.4268,81.3634
11785,-13.3667,-16.2354,-20.2637,-0.3877,0.9053,-0.1108,-135.5055,105.0028,128.3038
11786,-13.9771,-14.3433,-19.9585,-0.3516,0.8936,-0.1348,-131.6339,111.8508,103.2689
11787,-14.2822,-13.6108,-19.8975,-0.3188,0.8916,-0.1602,-127.7623,109.5681,122.0451
11788,-14.5264,-13.6108,-20.0195,-0.3105,0.895,-0.1768,-114.2118,106.1441,118.9157
11789,-14.9536,-13.4888,-20.3857,-0.2881,0.9102,-0.1968,-114.2118,106.1441,118.9157
11790,-14.8926,-13.5498,-20.6299,-0.2749,0.9175,-0.2031,-129.6981,108.4268,106.3983
11791,-14.3433,-13.7939,-21.6675,-0.2437,0.9375,-0.2017,-125.8265,110.7094,125.1744
11792,-14.1602,-14.0381,-21.9727,-0.2314,0.9434,-0.1963,-129.6981,106.1441,131.4332
11793,-14.4653,-14.6484,-22.4609,-0.2124,0.9507,-0.1812,-129.6981,106.1441,131.4332
11794,-15.0757,-14.9536,-22.8271,-0.2051,0.9482,-0.1787,-133.5697,110.7094,118.9157
11795,-16.7847,-16.0522,-23.5596,-0.2026,0.9482,-0.1797,-118.0834,108.4268,100.1395
11796,-17.7002,-16.6626,-23.9258,-0.2119,0.9526,-0.1826,-118.0834,101.5788,125.1744
11797,-19.2261,-17.7002,-25.0244,-0.2319,0.9678,-0.1953,-125.8265,97.0134,131.4332
11798,-19.7144,-18.4937,-25.9399,-0.2368,0.9702,-0.2046,-125.8265,97.0134,131.4332
11799,-20.0195,-20.3247,-27.4658,-0.2305,0.9819,-0.2017,-114.2118,110.7094,118.9157
11800,-19.8364,-21.6064,-27.9541,-0.2231,0.9829,-0.1875,-125.8265,103.8614,137.6919
11801,-20.1416,-24.4751,-28.5034,-0.2231,0.9785,-0.1641,-120.0191,100.4374,128.3038
11802,-20.6909,-25.9399,-28.7476,-0.2319,0.9736,-0.1567,-120.0191,100.4374,128.3038
11803,-22.3389,-28.0151,-28.8696,-0.2593,0.9541,-0.1602,-120.0191,102.7201,134.5625
11804,-23.3765,-28.5645,-29.0527,-0.2803,0.9443,-0.1704,-125.8265,94.7308,125.1744
11805,-24.9634,-27.3438,-29.6021,-0.3237,0.9224,-0.1816,-121.9549,99.2961,125.1744
11806,-26.3672,-24.6582,-30.8838,-0.3433,0.915,-0.1655,-106.4686,97.0134,106.3983
11807,-27.2217,-23.5596,-31.5552,-0.335,0.9121,-0.1367,-106.4686,97.0134,106.3983
11808,-28.3203,-22.9492,-33.6914,-0.3071,0.938,-0.1045,-114.2118,94.7308,131.4332
11809,-29.1138,-23.6206,-34.3628,-0.2837,0.9492,-0.0879,-106.4686,94.7308,137.6919
11810,-29.9072,-25.6348,-34.4849,-0.2729,0.9897,-0.0908,-112.276,98.1548,140.8212
11811,-29.9072,-26.123,-33.8745,-0.2744,0.9893,-0.0933,-112.276,98.1548,140.8212
11812,-30.0903,-28.3203,-33.4473,-0.2886,0.978,-0.0693,-108.4044,93.5894,128.3038
11813,-30.0293,-29.8462,-33.4473,-0.2979,0.9644,-0.0728,-108.4044,93.5894,128.3038
11814,-30.3345,-32.8369,-34.3018,-0.3008,0.9438,-0.0767,-102.597,97.0134,118.9157
11815,-30.3955,-34.5459,-34.8511,-0.2993,0.9385,-0.0796,-106.4686,92.4481,100.1395
11816,-30.7007,-37.9639,-35.5225,-0.29,0.9375,-0.0874,-106.4686,92.4481,100.1395
11817,-31.1279,-39.4287,-35.6445,-0.2837,0.9375,-0.0854,-114.2118,94.7308,118.9157
11818,-32.1045,-42.4805,-36.0107,-0.2681,0.939,-0.0801,-102.597,87.8828,106.3983
11819,-32.959,-43.8232,-36.0718,-0.2583,0.939,-0.0737,-98.7254,87.8828,118.9157
11820,-34.4238,-46.2036,-36.1938,-0.2578,0.958,-0.0801,-98.7254,87.8828,118.9157
11821,-35.3394,-47.0581,-35.8276,-0.2671,0.9688,-0.0942,-87.1107,97.0134,125.1744
11822,-38.5742,-47.4243,-35.4004,-0.3359,0.9668,-0.1235,-92.918,93.5894,140.8212
11823,-40.1001,-47.3633,-36.1938,-0.3604,0.9658,-0.1323,-77.4317,84.4588,134.5625
11824,-41.8091,-46.5698,-39.0015,-0.3823,0.9863,-0.1343,-77.4317,84.4588,134.5625
11825,-42.5415,-45.5933,-40.9546,-0.3687,1.0049,-0.127,-81.3033,82.1761,109.5276
11826,-44.4946,-43.457,-45.105,-0.2974,1.0205,-0.1021,-81.3033,82.1761,115.7863
11827,-45.5322,-43.1519,-46.9971,-0.252,1.0234,-0.1021,-92.918,93.5894,147.08
11828,-47.4243,-43.6401,-49.7437,-0.1846,1.0244,-0.1138,-92.918,93.5894,147.08
11829,-48.8281,-43.6401,-50.1709,-0.1587,1.0215,-0.1177,-85.1749,82.1761,115.7863
11830,-52.6733,-44.1284,-50.7202,-0.145,1.0225,-0.1318,-75.4959,74.1867,118.9157
11831,-54.8706,-44.3726,-51.0254,-0.1567,1.0322,-0.1411,-75.4959,81.0348,137.6919
11832,-59.6924,-43.7012,-51.8188,-0.1938,1.0732,-0.1616,-79.3675,81.0348,137.6919
11833,-62.3779,-42.8467,-52.7344,-0.209,1.0991,-0.1597,-79.3675,81.0348,137.6919
11834,-68.1763,-40.6494,-56.9458,-0.2002,1.1646,-0.1714,-79.3675,76.4694,137.6919
11835,-71.3501,-39.6118,-59.6924,-0.1694,1.1992,-0.189,-56.138,67.3387,100.1395
11836,-77.6367,-37.2314,-67.0776,-0.0679,1.2559,-0.229,-63.8812,74.1867,81.3634
11837,-80.6885,-36.0718,-71.106,-0.0186,1.2876,-0.2612,-63.8812,74.1867,81.3634
11838,-85.2051,-33.3862,-76.416,0.0854,1.3257,-0.3335,-63.8812,67.3387,106.3983
11839,-85.8154,-31.4331,-78.064,0.1274,1.3403,-0.3623,-52.2664,71.9041,106.3983
11840,-85.5713,-29.2969,-79.0405,0.1655,1.3389,-0.3706,-40.6516,71.9041,93.8808
11841,-84.6558,-26.4282,-80.8716,0.1812,1.3237,-0.3896,-40.6516,71.9041,93.8808
11842,-83.9233,-25.7568,-81.4819,0.1636,1.2935,-0.3989,-32.9085,69.6214,87.6221
11843,-82.5195,-25.8789,-83.0078,0.0557,1.2178,-0.3945,-46.459,66.1974,84.4927
11844,-81.9092,-26.8555,-83.4351,-0.0303,1.2026,-0.3691,-38.7158,70.7627,90.7515
11845,-79.4678,-29.541,-79.834,-0.2207,1.1729,-0.3301,-38.7158,70.7627,90.7515
11846,-77.3315,-30.6396,-76.1108,-0.2998,1.1362,-0.3013,-42.5874,66.1974,53.1991
11847,-71.9604,-31.7383,-68.7866,-0.4658,1.0757,-0.2344,-27.1011,63.9147,46.9404
11848,-68.2373,-31.311,-65.4297,-0.5552,1.0557,-0.2012,-29.0369,46.7947,43.811
11849,-59.2651,-27.832,-59.6313,-0.71,0.9829,-0.1357,-29.0369,46.7947,43.811
11850,-54.7485,-24.7803,-58.1665,-0.8047,0.9614,-0.1309,-13.5505,53.6427,75.1047
11851,-44.3726,-15.1367,-54.8706,-0.8735,0.8594,-0.0806,-21.2937,53.6427,31.2936
11852,-40.4663,-12.085,-52.9785,-0.9165,0.8804,-0.0156,-25.1653,49.0774,56.3285
11853,-26.6113,-10.1318,-36.9263,-1.0161,1.0645,0.1777,-25.1653,49.0774,56.3285
11854,-17.0288,-8.3008,-26.1841,-1.0181,1.0708,0.2715,7.7432,59.3494,28.1642
11855,-4.5166,-4.6387,-17.8223,-1.0239,0.9302,0.3491,11.6148,47.9361,40.6817
11856,-3.1128,-2.2583,-19.5923,-1.0298,0.8701,0.355,3.8716,45.6534,34.423
11857,-5.0049,1.3428,-22.4609,-1.0244,0.8135,0.3833,3.8716,45.6534,34.423
11858,-13.5498,9.8877,-24.7192,-0.9688,0.7451,0.397,1.9358,42.2294,25.0349
11859,-19.2261,14.7095,-22.2778,-0.9277,0.7251,0.3994,1.9358,35.3814,12.5174
11860,-28.7476,23.1934,-13.855,-0.8672,0.7056,0.4219,1.9358,35.3814,12.5174
11861,-31.7383,25.8789,-9.0332,-0.8721,0.6992,0.3794,1.9358,37.664,31.2936
11862,-32.5928,29.2969,-4.2114,-0.8892,0.6841,0.3384,17.4221,49.0774,0.0
11863,-26.8555,37.2314,4.0283,-0.9312,0.6426,0.3311,17.4221,49.0774,0.0
11864,-22.4609,39.6729,7.0801,-0.9478,0.6421,0.3437,13.5506,44.5121,31.2936
11865,-16.9067,41.5649,9.3384,-0.9521,0.6362,0.3643,13.5506,44.5121,0.0
11866,-5.7373,42.4805,11.0474,-0.8857,0.6636,0.4692,25.1653,35.3814,31.2936
11867,-1.1597,40.3442,11.4746,-0.8013,0.6978,0.5181,25.1653,35.3814,31.2936
11868,0.3052,34.5459,14.2822,-0.5967,0.7744,0.5288,23.2295,43.3707,-3.1294
11869,-2.3193,32.2876,18.8599,-0.4966,0.8027,0.4849,27.1011,43.3707,34.423
11870,-5.8594,30.9448,26.001,-0.4092,0.8223,0.4526,27.1011,43.3707,34.423
11871,-10.0098,28.8086,45.3491,-0.3306,0.813,0.3408,17.4221,46.7947,-6.2587
11872,-9.0942,27.832,56.3354,-0.3394,0.7964,0.2798,30.9727,52.5014,3.1294
11873,0.1221,26.3062,78.186,-0.4136,0.7632,0.166,19.3579,45.6534,-9.3881
11874,7.9346,26.6724,88.1348,-0.4658,0.7422,0.1235,19.3579,45.6534,-9.3881
11875,18.0664,28.1372,97.229,-0.521,0.7085,0.0864,19.3579,50.2187,9.3881
11876,42.2974,34.3018,110.4126,-0.6123,0.5967,0.0503,40.6516,49.0774,31.2936
11877,54.6875,38.0249,114.0137,-0.6421,0.5522,0.0566,40.6516,49.0774,31.2936
11878,66.4673,41.8701,116.394,-0.6646,0.5137,0.0767,30.9727,52.5014,-9.3881
11879,87.2803,48.8892,118.3472,-0.6938,0.5225,0.1602,27.1011,57.0667,28.1642
11880,94.7876,52.063,119.3237,-0.6909,0.5566,0.2124,27.1011,57.0667,28.1642
11881,103.0273,58.7158,122.7417,-0.6475,0.5957,0.3042,13.5506,58.2081,0.0
11882,104.3701,61.2183,124.3896,-0.6191,0.6162,0.3379,23.2295,63.9147,21.9055
11883,104.6143,65.0635,128.54,-0.5693,0.6475,0.3604,7.7432,77.6107,28.1642
11884,104.7363,66.8945,130.8594,-0.5518,0.667,0.3599,7.7432,77.6107,28.1642
11885,104.7363,68.8477,133.4229,-0.5386,0.6768,0.356,0.0,75.3281,34.423
11886,104.9805,72.6929,138.3667,-0.5264,0.6855,0.3486,17.4221,85.6001,18.7762
11887,105.4688,74.585,140.5029,-0.5161,0.6821,0.3403,-7.7432,79.8934,21.9055
11888,106.5674,79.1626,145.813,-0.4937,0.6509,0.2842,-7.7432,79.8934,21.9055
11889,106.3843,82.6416,149.292,-0.4878,0.6387,0.2544,3.8716,89.0241,46.9404
11890,105.5298,87.0361,153.1372,-0.4863,0.6309,0.2363,0.0,86.7414,53.1991
11891,105.3467,94.5435,161.8042,-0.4761,0.6787,0.2539,0.0,86.7414,53.1991
11892,108.5815,95.8862,165.8936,-0.4731,0.7061,0.252,-9.679,99.2961,56.3285
11893,119.4458,94.7876,170.3491,-0.4502,0.7505,0.2192,-23.2295,102.7201,40.6817
11894,126.2207,93.2007,171.0205,-0.4385,0.7983,0.208,-9.679,103.8614,62.5872
11895,140.3809,89.4775,174.8047,-0.4297,0.9399,0.2139,-9.679,103.8614,62.5872
11896,147.522,87.3413,179.1992,-0.4253,1.0132,0.2441,-30.9727,111.8508,46.9404
11897,154.6631,84.1675,185.1807,-0.4214,1.0605,0.2837,-34.8443,116.4161,78.234
11898,167.2363,73.7915,197.6318,-0.3994,1.1094,0.3979,-34.8443,118.6988,71.9753
11899,172.8516,67.0776,201.4771,-0.3906,1.0952,0.439,-34.8443,118.6988,71.9753
11900,175.7202,55.542,199.707,-0.3179,1.0195,0.4644,-56.138,131.2535,93.8808
11901,170.8374,50.8423,194.8853,-0.2749,0.9771,0.4331,-42.5874,132.3948,78.234
11902,153.6865,43.5181,189.8193,-0.2397,0.9541,0.2759,-69.6885,139.2428,65.7166
11903,143.5547,38.9404,192.3218,-0.2202,0.9434,0.1919,-69.6885,139.2428,65.7166
11904,125.5493,22.4609,198.7305,-0.2324,0.9639,0.0054,-83.2391,133.5361,106.3983
11905,121.521,10.7422,199.0967,-0.2661,0.9868,-0.0894,-75.4959,135.8188,87.6221
11906,123.3521,-14.0991,192.5049,-0.3486,1.0513,-0.3149,-87.1107,140.3841,81.3634
11907,128.2959,-24.1699,186.4014,-0.3916,1.1167,-0.4058,-87.1107,140.3841,81.3634
11908,142.7612,-35.5225,172.3633,-0.4478,1.1904,-0.4717,-96.7896,143.8082,97.0102
11909,149.1699,-36.377,164.6118,-0.4395,1.1436,-0.4155,-108.4044,139.2428,97.0102
11910,151.4893,-32.4707,144.4702,-0.3926,0.8843,-0.2964,-104.5328,143.8082,84.4927
11911,145.5078,-28.5034,132.019,-0.3662,0.7217,-0.2437,-104.5328,143.8082,84.4927
11912,117.981,-19.8364,101.8677,-0.3101,0.4307,-0.2017,-133.5697,144.9495,112.657
11913,99.1821,-14.8926,83.4351,-0.2603,0.3452,-0.1851,-139.3771,139.2428,109.5276
11914,59.8755,-6.7749,42.2974,-0.0928,0.3984,-0.1553,-118.0834,142.6668,100.1395
11915,40.8325,-4.6997,22.9492,0.0054,0.4912,-0.1494,-118.0834,142.6668,100.1395
11916,12.6343,-5.188,-8.4839,0.1025,0.6685,-0.2109,-129.6981,149.5148,118.9157
11917,1.8921,-5.9814,-18.7988,0.0684,0.7251,-0.2227,-131.6339,152.9388,115.7863
11918,-12.6343,-8.5449,-34.3628,-0.147,0.689,-0.0703,-129.6981,151.7975,106.3983
11919,-18.6768,-13.4277,-43.1519,-0.2837,0.6895,-0.0088,-129.6981,151.7975,106.3983
11920,-29.9683,-19.7144,-60.6689,-0.5264,0.6953,-0.02,-114.2118,149.5148,100.1395
11921,-36.5601,-18.4937,-69.519,-0.6255,0.7271,-0.0205,-133.5697,144.9495,100.1395
11922,-48.7061,-7.5684,-83.8623,-0.7646,0.8145,-0.0254,-108.4044,143.8082,103.2689
11923,-52.7954,2.3193,-88.7451,-0.7891,0.8428,-0.0317,-102.597,144.9495,118.9157
11924,-59.7534,28.9307,-94.9707,-0.6875,0.9805,-0.0488,-102.597,144.9495,118.9157
11925,-63.8428,44.2505,-94.7876,-0.5166,1.1206,-0.042,-110.3402,149.5148,100.1395
11926,-71.8994,71.4111,-80.7495,-0.1304,1.4102,-0.085,-89.0465,150.6562,97.0102
11927,-75.2563,82.6416,-68.6035,0.0098,1.498,-0.1343,-106.4686,140.3841,100.1395
11928,-78.064,95.7031,-46.2646,0.1875,1.5151,-0.2749,-106.4686,140.3841,100.1395
11929,-74.9512,96.3745,-40.6494,0.2187,1.4492,-0.3521,-98.7254,147.2321,81.3634
11930,-49.7437,82.8857,-46.5088,0.2144,1.2861,-0.2485,-92.918,143.8082,84.4927
11931,-26.8555,65.4297,-55.8472,0.1768,1.2578,-0.1348,-83.2391,144.9495,75.1047
11932,11.6577,23.4985,-72.5708,0.0684,1.231,0.0332,-83.2391,144.9495,75.1047
11933,21.3013,7.019,-76.9653,0.041,1.2124,0.1392,-77.4317,136.9601,84.4927
11934,23.7427,-6.897,-78.5522,0.0107,1.1978,0.2207,-100.6612,141.5255,65.7166
11935,10.2539,-23.3154,-74.2798,-0.0923,1.1533,0.3198,-100.6612,141.5255,65.7166
11936,-3.54,-25.0854,-68.1763,-0.1729,1.0894,0.3203,-87.1107,142.6668,75.1047
11937,-35.0342,-20.813,-52.7954,-0.3809,0.8892,0.2578,-81.3033,139.2428,78.234
11938,-48.2788,-19.2261,-46.2036,-0.4707,0.8452,0.2324,-90.9823,135.8188,87.6221
11939,-62.1338,-24.4751,-41.9922,-0.5288,0.8042,0.1914,-65.8169,143.8082,109.5276
11940,-58.96,-33.1421,-45.9595,-0.5176,0.8296,0.1509,-65.8169,143.8082,109.5276
11941,-39.2456,-55.6641,-56.4575,-0.4795,0.917,-0.1064,-63.8812,135.8188,75.1047
11942,-28.5645,-62.9883,-58.5327,-0.4277,1.0063,-0.2139,-79.3675,135.8188,112.657
11943,-11.9629,-63.7817,-51.6968,-0.271,1.0952,-0.2876,-87.1107,128.9708,106.3983
11944,-7.1411,-58.2886,-46.4478,-0.1997,1.0796,-0.2417,-87.1107,128.9708,106.3983
11945,-5.0659,-44.1895,-38.9404,-0.1987,1.0376,-0.0791,-63.8812,133.5361,87.6221
11946,-7.5073,-37.9028,-35.2783,-0.2686,0.9805,-0.0483,-65.8169,132.3948,90.7515
